Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
7752443319,2021-01-04 00:00:35,2021-01-03 20:08:00,,Nevada,702,Dropped call or no message,N
8009327387,2021-01-04 00:04:36,2021-01-03 12:00:00,Anna,Texas,575,Other,Y
2029632746,2021-01-04 00:15:47,2021-01-03 14:15:00,,New York,845,Dropped call or no message,Y
5612920007,2021-01-04 00:18:01,2021-01-02 19:43:00,West Palm Beach,Florida,561,Other,N
2625362116,2021-01-04 00:22:10,2021-01-03 18:58:00,,Wisconsin,262,No Subject Provided,N
5042390360,2021-01-04 00:34:51,2020-12-30 14:31:00,,Louisiana,504,Other,Y
2167679275,2021-01-04 00:34:56,2021-01-03 15:03:00,,Texas,281,Other,N
5048883483,2021-01-04 00:35:37,2020-12-29 16:11:00,,Louisiana,504,Other,Y
2817890162,2021-01-04 00:36:14,2021-01-03 16:43:00,,Texas,281,Other,N
7924623,2021-01-04 00:37:22,2021-01-03 17:01:00,,California,323,Dropped call or no message,Y
7242708,2021-01-04 00:39:03,2021-01-03 15:01:00,,California,323,Dropped call or no message,Y
,2021-01-04 00:42:29,2021-01-03 23:35:00,,Wisconsin,608,Other,N
3187461250,2021-01-04 00:54:30,2021-01-03 23:31:00,Weatherford,Oklahoma,580,Other,Y
,2021-01-04 01:11:05,2021-01-04 11:13:00,Jaipur,Indiana,978,"Lotteries, prizes  & sweepstakes",Y
6198660173,2021-01-04 01:11:27,2020-12-28 09:41:00,Peabody,California,619,"Calls pretending to be government, businesses, or family and friends",Y
4063777300,2021-01-04 01:26:36,2021-01-03 22:45:00,,Nevada,702,No Subject Provided,N
355697053314,2021-01-04 01:28:03,2021-01-04 00:00:00,Waterford,Wisconsin,608,Other,N
6827854992,2021-01-04 01:33:40,2021-01-04 00:00:00,dallas,Texas,214,"Calls pretending to be government, businesses, or family and friends",Y
4632102426,2021-01-04 01:33:45,2020-12-30 17:26:00,Indianapolis,Indiana,317,Home improvement  & cleaning,Y
355697038928,2021-01-04 01:35:22,2021-01-04 00:05:00,Waterford,Wisconsin,608,Other,N
3369000676,2021-01-04 01:40:10,2020-12-31 07:01:00,Eielson AFB,Kentucky,606,Dropped call or no message,N
6514530294,2021-01-04 02:03:08,2020-12-28 14:03:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
6512168613,2021-01-04 02:03:23,2020-12-28 09:24:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
6518991647,2021-01-04 02:03:50,2020-12-29 10:22:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
6518991647,2021-01-04 02:04:14,2020-12-29 10:22:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
6518991647,2021-01-04 02:04:56,2020-12-29 16:10:00,,Minnesota,651,Warranties  & protection plans,Y
6513150027,2021-01-04 02:05:21,2020-12-30 11:51:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
2104381535,2021-01-04 02:05:30,2021-01-03 16:42:00,Buffalo Grove,Illinois,847,Dropped call or no message,Y
6512996168,2021-01-04 02:05:47,2020-12-29 17:43:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
4632102426,2021-01-04 02:06:09,2020-12-30 17:26:00,Indianapolis,Indiana,317,Home improvement  & cleaning,Y
6514819563,2021-01-04 02:06:11,2020-12-29 11:01:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
6514820328,2021-01-04 02:06:42,2021-01-03 11:59:00,,Minnesota,651,"Reducing your debt (credit cards, mortgage, student loans)",Y
355697040596,2021-01-04 02:24:11,2021-01-04 00:58:00,Madison,Wisconsin,608,Dropped call or no message,Y
2064086590,2021-01-04 02:55:42,2021-01-04 02:39:00,LOVELL,Maine,207,Other,Y
2064086590,2021-01-04 02:58:47,2021-01-04 02:40:00,LOVELL,Maine,207,Other,Y
,2021-01-04 03:16:48,2021-01-03 18:15:00,,Idaho,208,No Subject Provided,N
9163617332,2021-01-04 03:59:02,2020-12-31 11:06:00,Los Angeles,California,323,Warranties  & protection plans,Y
3232565423,2021-01-04 04:00:34,2021-01-03 15:50:00,Los Angeles,California,323,"Energy, solar,  & utilities",Y
8138811700,2021-01-04 04:27:24,2021-01-02 09:00:00,tarpon springs,Florida,727,No Subject Provided,N
8138811700,2021-01-04 04:33:43,2021-01-02 09:00:00,tarpon springs,Florida,727,No Subject Provided,N
8882804331,2021-01-04 04:35:04,2021-01-03 11:22:00,,New York,347,"Calls pretending to be government, businesses, or family and friends",Y
6627621896,2021-01-04 04:36:20,2021-01-03 19:58:00,,Ohio,740,Other,
6627621896,2021-01-04 04:38:24,2021-01-03 00:00:00,,Ohio,740,Other,
,2021-01-04 04:39:22,2020-12-23 11:17:00,,California,408,"Calls pretending to be government, businesses, or family and friends",Y
02032907506,2021-01-04 04:42:43,2021-01-04 09:09:00,South Croydon,Idaho,208,Other,Y
2543462181,2021-01-04 04:54:56,2020-12-28 00:00:00,Sc,South Carolina,787,Other,Y
3476670275,2021-01-04 04:58:23,2021-01-02 13:13:00,,New York,718,Other,Y
9179053517,2021-01-04 04:58:55,2021-01-03 12:33:00,,New York,718,Other,Y
355697040596,2021-01-04 05:16:39,2021-01-03 22:44:00,,Iowa,319,Other,Y
,2021-01-04 05:21:37,2020-12-25 03:01:00,Inglewood,California,310,Dropped call or no message,Y
4405805118,2021-01-04 05:28:53,2020-12-17 12:57:00,Roswell,Georgia,614,Other,Y
9108770116,2021-01-04 05:53:09,2020-12-30 00:00:00,Fayetteville,North Carolina,910,No Subject Provided,
9105934836,2021-01-04 05:54:57,2020-12-23 00:00:00,Fayetteville,North Carolina,910,No Subject Provided,
9105937079,2021-01-04 05:57:02,2020-12-17 00:00:00,Fayetteville,North Carolina,910,No Subject Provided,
8002610096,2021-01-04 06:14:17,2020-12-03 02:07:00,,Florida,561,Other,Y
3044072173,2021-01-04 06:37:58,2021-01-02 17:45:00,,West Virginia,304,No Subject Provided,N
8662420041,2021-01-04 06:41:27,2021-01-02 18:49:00,,West Virginia,304,No Subject Provided,N
8662485609,2021-01-04 06:43:02,2021-01-03 12:34:00,,West Virginia,304,No Subject Provided,N
5076092780,2021-01-04 06:54:04,2020-12-29 13:51:00,,Minnesota,507,Warranties  & protection plans,Y
4056488532,2021-01-04 07:21:30,2020-12-30 10:50:00,Edmond,Oklahoma,405,Other,Y
4059994431,2021-01-04 07:23:01,2020-12-31 09:03:00,Edmond,Oklahoma,405,Other,Y
2818880580,2021-01-04 07:24:05,2020-12-31 13:39:00,Edmond,Oklahoma,405,Other,Y
4055482251,2021-01-04 07:25:13,2021-01-02 12:07:00,Edmond,Oklahoma,405,Other,Y
4058550320,2021-01-04 07:26:46,2021-01-03 17:33:00,Edmond,Oklahoma,405,Other,Y
4057963346,2021-01-04 07:31:47,2020-12-31 12:34:00,Edmond,Oklahoma,405,Other,Y
8882015089,2021-01-04 07:32:00,2021-01-03 20:29:00,,Virginia,703,"Calls pretending to be government, businesses, or family and friends",N
4058888870,2021-01-04 07:32:57,2020-12-30 10:30:00,Edmond,Oklahoma,405,Other,Y
8572321783,2021-01-04 07:33:57,2020-12-29 12:21:00,Edmond,Oklahoma,405,Other,Y
8572321783,2021-01-04 07:34:59,2020-12-29 12:21:00,Edmond,Oklahoma,405,Other,Y
3527708082,2021-01-04 07:36:31,2020-12-29 10:38:00,Edmond,Oklahoma,405,Other,Y
8002729741,2021-01-04 07:37:34,2020-12-29 09:10:00,Edmond,Oklahoma,405,Other,Y
2604663817,2021-01-04 07:38:18,2021-01-01 13:12:00,,North Carolina,704,"Reducing your debt (credit cards, mortgage, student loans)",N
4052561758,2021-01-04 07:38:40,2020-12-28 09:12:00,Edmond,Oklahoma,405,Other,Y
3138303441,2021-01-04 07:38:50,2021-01-01 15:47:00,,North Carolina,704,Dropped call or no message,N
2602170907,2021-01-04 07:39:34,2021-01-02 15:28:00,,North Carolina,704,"Reducing your debt (credit cards, mortgage, student loans)",N
4053538948,2021-01-04 07:39:40,2020-12-21 13:19:00,Edmond,Oklahoma,405,Other,Y
4707454358,2021-01-04 07:40:17,2021-01-02 17:51:00,,North Carolina,704,Dropped call or no message,N
8002729741,2021-01-04 07:40:32,2020-12-21 09:10:00,Edmond,Oklahoma,405,Other,Y
4058888721,2021-01-04 07:41:34,2020-12-15 13:46:00,Edmond,Oklahoma,405,Other,Y
3414040,2021-01-04 07:42:50,2020-12-15 11:27:00,Edmond,Oklahoma,405,Other,Y
5802044553,2021-01-04 07:43:56,2020-12-14 11:38:00,Edmond,Oklahoma,405,Other,Y
5802044553,2021-01-04 07:44:52,2020-12-10 13:14:00,Edmond,Oklahoma,405,Other,Y
2676929583,2021-01-04 07:45:05,2021-01-04 07:00:00,Wilburton,Oklahoma,918,Warranties  & protection plans,Y
5802044553,2021-01-04 07:45:56,2020-12-10 13:09:00,Edmond,Oklahoma,405,Other,Y
4059007196,2021-01-04 07:47:05,2020-12-09 15:13:00,Edmond,Oklahoma,405,Other,Y
4053698660,2021-01-04 07:48:07,2020-12-07 15:37:00,Edmond,Oklahoma,405,Other,Y
8002729741,2021-01-04 07:49:05,2020-12-05 09:10:00,Edmond,Oklahoma,405,Other,Y
4058294521,2021-01-04 07:49:57,2020-12-04 11:22:00,Edmond,Oklahoma,405,Other,Y
4053698660,2021-01-04 07:50:51,2020-12-03 11:23:00,Edmond,Oklahoma,405,Other,Y
8002729741,2021-01-04 07:51:47,2020-12-01 09:10:00,Edmond,Oklahoma,405,Other,Y
4052814067,2021-01-04 07:52:48,2020-11-30 15:10:00,Edmond,Oklahoma,405,Other,Y
2562851277,2021-01-04 07:53:41,2020-11-30 12:16:00,Edmond,Oklahoma,405,Other,Y
6155756201,2021-01-04 07:54:05,2021-01-02 13:53:00,Blountville,Tennessee,423,Other,Y
8002729741,2021-01-04 07:54:37,2020-11-23 09:10:00,Edmond,Oklahoma,405,Other,Y
9134269823,2021-01-04 07:55:31,2020-11-21 12:04:00,Edmond,Oklahoma,405,Other,Y
4053653896,2021-01-04 07:56:27,2020-11-20 18:02:00,Edmond,Oklahoma,405,Other,Y
9046858136,2021-01-04 07:57:11,2021-01-02 15:04:00,Miramar,Florida,954,Dropped call or no message,Y
4058888948,2021-01-04 07:57:20,2020-11-18 11:42:00,Edmond,Oklahoma,405,Other,Y
4058650369,2021-01-04 07:58:21,2020-11-13 12:57:00,Edmond,Oklahoma,405,Other,Y
5748255782,2021-01-04 07:58:37,2021-01-03 16:20:00,St Petersburg,Indiana,615,Dropped call or no message,N
4058650369,2021-01-04 07:59:10,2020-11-13 12:11:00,Edmond,Oklahoma,405,Other,Y
8453964795,2021-01-04 07:59:16,2021-01-03 13:30:00,St Petersburg,Tennessee,615,Dropped call or no message,N
5169267170,2021-01-04 07:59:47,2020-12-31 15:58:00,Massapequa,New York,516,Warranties  & protection plans,Y
6179592747,2021-01-04 07:59:49,2021-01-03 13:07:00,St Petersburg,Tennessee,615,Dropped call or no message,N
4053498174,2021-01-04 07:59:56,2020-11-10 13:22:00,Edmond,Oklahoma,405,Other,Y
2674175799,2021-01-04 08:00:28,2021-01-02 15:50:00,St Petersburg,Tennessee,615,Dropped call or no message,N
8002729741,2021-01-04 08:00:52,2020-11-06 10:10:00,Edmond,Oklahoma,405,Other,Y
3098575439,2021-01-04 08:01:04,2021-01-02 13:00:00,St Petersburg,Tennessee,615,Dropped call or no message,N
