Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
5024673533,2021-01-12 00:00:25,2021-01-11 12:33:00,,New York,585,No Subject Provided,
7279985924,2021-01-12 00:00:39,2021-01-11 09:51:00,St. Bernard,Louisiana,504,Warranties  & protection plans,Y
,2021-01-12 00:00:40,2021-01-11 17:45:00,Inola,Oklahoma,918,No Subject Provided,
6052268938,2021-01-12 00:02:06,2021-01-11 13:29:00,,California,760,Other,N
5162669034,2021-01-12 00:02:12,2021-01-04 12:00:00,Escondido,California,760,"Lotteries, prizes  & sweepstakes",Y
2812716787,2021-01-12 00:02:33,2021-01-07 11:28:00,League City,Texas,281,Warranties  & protection plans,Y
6262694075,2021-01-12 00:04:00,2021-01-06 12:00:00,Salt Lake City,Utah,818,"Calls pretending to be government, businesses, or family and friends",Y
5864607538,2021-01-12 00:04:17,2021-01-11 15:49:00,"Sterling Heights,",Michigan,586,Other,N
5869607797,2021-01-12 00:05:26,2021-01-11 12:39:00,"Sterling Heights,",Michigan,586,Other,N
2815244023,2021-01-12 00:05:35,2021-01-08 10:23:00,League City,Texas,281,Medical  & prescriptions,N
3019161852,2021-01-12 00:05:50,2020-11-24 08:19:00,Calverton,Maryland,301,Other,N
2024543389,2021-01-12 00:05:57,2021-01-11 14:28:00,,California,760,Other,N
5862215678,2021-01-12 00:06:44,2021-01-11 09:16:00,"Sterling Heights,",Michigan,586,Other,N
8014454302,2021-01-12 00:06:49,2021-01-11 06:55:00,Anaheim,California,801,"Reducing your debt (credit cards, mortgage, student loans)",Y
2815574024,2021-01-12 00:07:12,2021-01-08 16:03:00,League City,Texas,281,Dropped call or no message,Y
4084064477,2021-01-12 00:07:15,2021-01-11 14:46:00,LOS ANGELES,California,310,"Calls pretending to be government, businesses, or family and friends",N
8012245601,2021-01-12 00:07:30,2021-01-11 08:39:00,Anaheim,California,801,"Reducing your debt (credit cards, mortgage, student loans)",Y
8012242570,2021-01-12 00:08:05,2021-01-11 10:55:00,Anaheim,California,801,"Reducing your debt (credit cards, mortgage, student loans)",Y
8597401539,2021-01-12 00:08:58,2021-01-11 12:08:00,,Ohio,216,No Subject Provided,N
5128070140,2021-01-12 00:08:47,2021-01-08 16:00:00,League City,Texas,281,Other,N
,2021-01-12 00:10:08,2021-01-11 00:00:00,,Texas,972,Warranties  & protection plans,Y
2163648584,2021-01-12 00:10:42,2021-01-11 12:23:00,,Ohio,216,No Subject Provided,N
2818434833,2021-01-12 00:11:10,2021-01-08 15:09:00,League City,Texas,281,Other,N
2176661547,2021-01-12 00:11:16,2021-01-11 18:40:00,CHATHAM,Illinois,217,Dropped call or no message,Y
5134931616,2021-01-12 00:12:13,2021-01-11 12:34:00,,Ohio,216,No Subject Provided,N
3016527194,2021-01-12 00:12:54,2021-01-11 15:01:00,BETHESDA,Maryland,301,"Calls pretending to be government, businesses, or family and friends",Y
3609403122,2021-01-12 00:13:49,2021-01-11 14:54:00,,Ohio,216,No Subject Provided,N
2816488807,2021-01-12 00:13:56,2021-01-08 14:35:00,League City,Texas,281,"Calls pretending to be government, businesses, or family and friends",Y
2483852091,2021-01-12 00:16:00,2021-01-08 14:30:00,League City,Texas,281,Charities,Y
9142144906,2021-01-12 00:19:53,2021-01-11 16:39:00,,New York,914,Warranties  & protection plans,Y
4804857616,2021-01-12 00:20:37,2021-01-11 15:20:00,Scottsdale,Arizona,480,"Reducing your debt (credit cards, mortgage, student loans)",Y
5704837050,2021-01-12 00:20:55,2021-01-11 17:44:00,League City,Texas,281,Dropped call or no message,Y
9142026558,2021-01-12 00:21:49,2021-01-11 13:02:00,,New York,914,Warranties  & protection plans,Y
3253960550,2021-01-12 00:22:19,2021-01-06 08:35:00,Las Vegas,Nevada,325,Other,Y
5704837050,2021-01-12 00:23:00,2021-01-11 17:41:00,League City,Texas,281,Dropped call or no message,Y
9367033782,2021-01-12 00:23:08,2021-01-07 14:32:00,Las Vegas,Nevada,325,Other,Y
9282206407,2021-01-12 00:23:56,2020-12-29 16:23:00,Scottsdale,Arizona,480,"Calls pretending to be government, businesses, or family and friends",Y
3253960550,2021-01-12 00:23:56,2021-01-08 06:03:00,Las Vegas,Nevada,325,Other,Y
5128070140,2021-01-12 00:24:38,2021-01-11 16:07:00,League City,Texas,281,Other,N
9036023649,2021-01-12 00:24:40,2021-01-08 14:10:00,Las Vegas,Nevada,325,Other,Y
4327143204,2021-01-12 00:25:14,2021-01-08 14:29:00,Las Vegas,Nevada,325,Other,Y
3612003644,2021-01-12 00:25:43,2021-01-11 13:17:00,Las Vegas,Nevada,325,Other,Y
2815571712,2021-01-12 00:26:18,2021-01-11 15:11:00,League City,Texas,281,"Reducing your debt (credit cards, mortgage, student loans)",Y
3104569839,2021-01-12 00:26:45,2021-01-04 09:23:00,,California,818,Warranties  & protection plans,Y
0000000000,2021-01-12 00:26:53,2021-01-12 14:00:00,Bardstown,Kentucky,502,"Reducing your debt (credit cards, mortgage, student loans)",Y
4109343242,2021-01-12 00:27:45,2021-01-11 11:22:00,Aurora,Colorado,410,Warranties  & protection plans,Y
6505916416,2021-01-12 00:29:29,2021-01-11 09:00:00,San Carlos,California,650,"Calls pretending to be government, businesses, or family and friends",Y
5759934937,2021-01-12 00:29:48,2021-01-11 18:54:00,Marion,Iowa,309,Other,N
8176185091,2021-01-12 00:30:20,2021-01-11 17:21:00,,Texas,214,Warranties  & protection plans,Y
7602354272,2021-01-12 00:31:21,2021-01-11 18:27:00,Carlsbad,California,760,Dropped call or no message,
2094565521,2021-01-12 00:31:29,2021-01-11 09:26:00,San Carlos,California,650,"Calls pretending to be government, businesses, or family and friends",Y
7204648799,2021-01-12 00:32:36,2021-01-10 12:00:00,Aurora,Colorado,303,"Lotteries, prizes  & sweepstakes",N
2812089205,2021-01-12 00:32:53,2021-01-11 13:47:00,College station,Texas,281,Warranties  & protection plans,Y
5414978482,2021-01-12 00:32:55,2021-01-08 13:09:00,Las Vegas,Nevada,702,Other,N
3157835185,2021-01-12 00:33:19,2021-01-11 11:01:00,League City,Texas,281,Dropped call or no message,Y
2092510658,2021-01-12 00:33:41,2021-01-11 08:00:00,San Carlos,California,650,"Calls pretending to be government, businesses, or family and friends",Y
8669145806,2021-01-12 00:35:19,2021-01-11 17:22:00,Cedar hill,Texas,972,Other,Y
2814174388,2021-01-12 00:35:24,2021-01-11 10:42:00,League City,Texas,281,Medical  & prescriptions,N
