Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
3213517242,2020-12-23 00:00:32,2020-12-23 00:00:32,,Florida,305,No Subject Provided,Y
7039728768,2020-12-23 00:00:40,2020-12-22 17:07:00,,Virginia,703,Medical  & prescriptions,N
4175676139,2020-12-23 00:00:50,2020-12-23 00:00:50,,New York,631,No Subject Provided,Y
5613307698,2020-12-23 00:00:42,2020-12-23 00:00:42,,Florida,305,No Subject Provided,Y
6318815372,2020-12-23 00:00:40,2020-12-23 00:00:40,,New York,631,No Subject Provided,Y
6318815372,2020-12-23 00:00:41,2020-12-23 00:00:41,,New York,631,No Subject Provided,Y
8005361584,2020-12-23 00:00:54,2020-12-17 20:08:00,South Windsor,Connecticut,860,Dropped call or no message,Y
6572953250,2020-12-23 00:00:59,2020-12-22 09:07:00,el centro,California,760,Other,Y
8603456177,2020-12-23 00:02:02,2020-12-17 16:52:00,South Windsor,Connecticut,860,Dropped call or no message,Y
6318306954,2020-12-23 00:01:08,2020-12-23 00:01:08,,New York,631,No Subject Provided,Y
6318306954,2020-12-23 00:01:07,2020-12-23 00:01:07,,New York,631,No Subject Provided,Y
6097047907,2020-12-23 00:01:07,2020-12-23 00:01:07,,New Jersey,201,No Subject Provided,Y
8289290087,2020-12-23 00:01:17,2020-12-23 00:01:17,,New York,631,No Subject Provided,Y
6319374917,2020-12-23 00:00:58,2020-12-23 00:00:58,,New York,631,No Subject Provided,Y
3478660702,2020-12-23 00:02:05,2020-12-22 03:00:00,Brooklyn,New York,347,Other,N
8005361584,2020-12-23 00:03:44,2020-12-17 20:49:00,South Windsor,Connecticut,860,Dropped call or no message,Y
6096730785,2020-12-23 00:04:30,2020-12-22 16:54:00,Willingboro,New Jersey,609,Dropped call or no message,Y
8603456177,2020-12-23 00:05:09,2020-12-18 11:45:00,South Windsor,Connecticut,860,Dropped call or no message,Y
4884396512,2020-12-23 00:05:43,2020-12-22 11:45:00,casper,Wyoming,307,Other,Y
2037642325,2020-12-23 00:06:06,2020-12-22 16:12:00,South Windsor,Connecticut,860,Dropped call or no message,Y
2105263711,2020-12-23 00:07:28,2020-12-22 07:00:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
+13463261637,2020-12-23 00:02:43,2020-12-23 00:02:43,,Texas,956,No Subject Provided,Y
8289290087,2020-12-23 00:04:17,2020-12-23 00:04:17,,New York,631,No Subject Provided,N
9564787636,2020-12-23 00:05:32,2020-12-23 00:05:32,,Texas,682,No Subject Provided,Y
7542067876,2020-12-23 00:02:37,2020-12-23 00:02:37,,Florida,813,No Subject Provided,Y
7122012042,2020-12-23 00:05:16,2020-12-23 00:05:16,,Iowa,515,No Subject Provided,Y
+16104612627,2020-12-23 00:06:50,2020-12-23 00:06:50,,Pennsylvania,610,No Subject Provided,Y
+18504467110,2020-12-23 00:06:22,2020-12-23 00:06:22,,Florida,386,No Subject Provided,N
2603057971,2020-12-23 00:07:18,2020-12-23 00:07:18,,New Mexico,505,No Subject Provided,Y
+16103866955,2020-12-23 00:06:08,2020-12-23 00:06:08,,Pennsylvania,610,No Subject Provided,Y
4107469464,2020-12-23 00:08:12,2020-12-22 05:43:00,,Maryland,240,"Calls pretending to be government, businesses, or family and friends",N
3105859000,2020-12-23 00:08:51,2020-12-22 07:57:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
9096635442,2020-12-23 00:08:58,2020-12-22 13:24:00,Stuart,Florida,772,"Calls pretending to be government, businesses, or family and friends",N
4057891585,2020-12-23 00:10:44,2020-12-22 21:01:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
8778472911,2020-12-23 00:12:18,2020-12-10 10:04:00,Tucson,Arizona,520,"Reducing your debt (credit cards, mortgage, student loans)",Y
8189821126,2020-12-23 00:12:51,2020-12-22 21:01:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
4049087290,2020-12-23 00:14:12,2020-12-17 09:01:00,Atlanta,Georgia,404,"Calls pretending to be government, businesses, or family and friends",Y
9493259828,2020-12-23 00:15:00,2020-12-22 07:58:00,San Jose,California,408,"Calls pretending to be government, businesses, or family and friends",Y
3372408448,2020-12-23 00:18:23,2020-12-17 13:46:00,Atlanta,Georgia,404,"Calls pretending to be government, businesses, or family and friends",Y
3526045299,2020-12-23 00:21:04,2020-12-22 13:04:00,West Palm Beach,Florida,561,Other,N
8005363726,2020-12-23 00:22:07,2020-12-22 18:16:00,,California,818,Other,
7019874892,2020-12-23 00:23:37,2020-12-22 15:47:00,,Hawaii,808,No Subject Provided,
3372408448,2020-12-23 00:23:41,2020-12-17 13:45:00,Atlanta,Georgia,404,"Calls pretending to be government, businesses, or family and friends",Y
3372427167,2020-12-23 00:07:45,2020-12-23 00:07:45,,New York,845,No Subject Provided,Y
7254652735,2020-12-23 00:07:51,2020-12-23 00:07:51,,Nevada,702,No Subject Provided,Y
+13233146973,2020-12-23 00:07:52,2020-12-23 00:07:52,,California,323,No Subject Provided,Y
3232668570,2020-12-23 00:10:23,2020-12-23 00:10:23,,California,415,No Subject Provided,Y
+18309895103,2020-12-23 00:15:58,2020-12-23 00:15:58,,Texas,214,No Subject Provided,Y
8003154757,2020-12-23 00:17:49,2020-12-23 00:17:49,,California,626,No Subject Provided,Y
2038010002,2020-12-23 00:15:48,2020-12-23 00:15:48,,Connecticut,203,No Subject Provided,Y
8006373456,2020-12-23 00:16:21,2020-12-23 00:16:21,,Texas,210,No Subject Provided,N
3032893619,2020-12-23 00:17:11,2020-12-23 00:17:11,,California,818,No Subject Provided,Y
+17148505111,2020-12-23 00:13:37,2020-12-23 00:13:37,,Texas,469,No Subject Provided,Y
