Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
9286667925,2020-12-29 00:00:23,2020-12-26 11:44:00,,California,323,Other,N
5624698281,2020-12-29 00:00:36,2020-12-28 19:05:00,santa fe springs,California,562,Other,N
7185925252,2020-12-29 00:03:40,2020-12-18 12:48:00,Brooklyn,New York,718,Other,Y
2136184338,2020-12-29 00:05:05,2020-12-28 08:34:00,,California,323,"Calls pretending to be government, businesses, or family and friends",N
8016638901,2020-12-29 00:06:07,2020-12-28 21:58:00,,Utah,801,No Subject Provided,Y
8016638901,2020-12-29 00:01:21,2020-12-28 21:58:00,,Utah,801,No Subject Provided,Y
7033828154,2020-12-29 00:07:25,2020-12-28 19:17:00,Arlington,Virginia,703,Dropped call or no message,N
9179970853,2020-12-29 00:08:29,2020-12-17 16:34:00,Brooklyn,New York,718,Other,Y
7187342712,2020-12-29 00:13:04,2020-12-17 16:26:00,Brooklyn,New York,718,Other,Y
9109363453,2020-12-29 00:13:07,2020-12-28 16:11:00,,North Carolina,252,"Reducing your debt (credit cards, mortgage, student loans)",Y
,2020-12-29 00:13:51,2020-12-06 11:15:00,Bronx,New York,646,Other,Y
9418898157,2020-12-29 00:13:51,2020-12-28 09:32:00,,Florida,850,Dropped call or no message,Y
8506267107,2020-12-29 00:16:07,2020-12-28 08:11:00,,Florida,850,Dropped call or no message,Y
2818016399,2020-12-29 00:17:39,2020-12-28 12:41:00,Spring,Texas,281,Dropped call or no message,Y
3609354450,2020-12-29 00:18:01,2020-12-28 20:40:00,,Washington,425,Other,Y
9592512401,2020-12-29 00:18:13,2020-12-10 10:31:00,,New Hampshire,203,Warranties  & protection plans,Y
3322338571,2020-12-29 00:18:57,2020-12-27 18:51:00,Brooklyn,New York,718,Other,Y
5092237733,2020-12-29 00:18:57,2020-12-28 18:50:00,,Washington,425,Other,Y
8603592975,2020-12-29 00:19:58,2020-11-23 12:54:00,,Connecticut,203,Warranties  & protection plans,Y
9093167859,2020-12-29 00:20:04,2020-12-23 18:50:00,,Washington,425,Other,Y
5037424436,2020-12-29 00:20:08,2020-12-28 18:45:00,Phoenix,Arizona,971,"Lotteries, prizes  & sweepstakes",Y
8083744345,2020-12-29 00:21:33,2020-12-23 18:20:00,,Washington,425,Other,Y
3233172479,2020-12-29 00:22:12,2020-12-28 12:08:00,,California,323,Other,N
8009244190,2020-12-29 00:23:40,2020-12-28 12:00:00,Antelope,California,916,Other,N
2408457281,2020-12-29 00:26:54,2020-12-28 11:27:00,,Maryland,240,Other,Y
9167127566,2020-12-29 00:29:27,2020-12-28 00:00:00,Rancho cordova,California,619,Other,N
8005411734,2020-12-29 00:29:50,2020-12-28 02:29:00,Paducah,Kentucky,270,"Reducing your debt (credit cards, mortgage, student loans)",Y
4842823344,2020-12-29 00:31:45,2020-12-28 14:50:00,Crossville,Tennessee,931,Other,
9807371639,2020-12-29 00:33:10,2020-12-28 17:46:00,Crossville,Tennessee,931,Other,
2815166074,2020-12-29 00:34:08,2020-12-28 17:08:00,Tomball,Texas,281,"Calls pretending to be government, businesses, or family and friends",Y
6172772232,2020-12-29 00:36:22,2020-12-28 11:20:00,,Massachusetts,617,Dropped call or no message,
6172774355,2020-12-29 00:37:12,2020-12-28 11:25:00,,Massachusetts,617,Dropped call or no message,
7209554342,2020-12-29 00:39:19,2020-12-25 22:45:00,,Colorado,720,Other,N
,2020-12-29 00:40:27,2020-12-01 13:00:00,,California,415,Vacation  & timeshares,Y
2815163243,2020-12-29 00:41:21,2020-12-28 17:36:00,Tomball,Texas,281,"Calls pretending to be government, businesses, or family and friends",Y
9282200374,2020-12-29 00:42:07,2020-12-28 06:56:00,Kingman,Arizona,928,Dropped call or no message,Y
9282206440,2020-12-29 00:42:39,2020-12-26 13:58:00,mesa,Arizona,480,No Subject Provided,Y
6232922443,2020-12-29 00:43:39,2020-12-27 15:31:00,Kingman,Arizona,928,Dropped call or no message,Y
9204560676,2020-12-29 00:49:21,2020-12-28 09:09:00,,Wisconsin,920,No Subject Provided,N
7754191910,2020-12-29 00:54:29,2020-12-28 08:24:00,Carson City,Nevada,775,Warranties  & protection plans,Y
,2020-12-29 00:54:38,2020-12-28 00:00:00,Sisters,Oregon,541,Warranties  & protection plans,Y
6058578824,2020-12-29 00:56:35,2020-12-28 09:05:00,BELLEVEU,Washington,425,Dropped call or no message,Y
7754191910,2020-12-29 00:57:24,2020-12-28 14:33:00,Carson City,Nevada,775,Warranties  & protection plans,Y
8708980313,2020-12-29 00:57:33,2020-12-26 11:04:00,BELLEVEU,Washington,425,Dropped call or no message,Y
8188846078,2020-12-29 01:12:07,2020-12-28 14:25:00,Hayward,California,510,Vacation  & timeshares,Y
4438634964,2020-12-29 01:12:49,2020-12-28 18:31:00,BALTIMORE,Maryland,410,Warranties  & protection plans,Y
7328922100,2020-12-29 01:15:23,2020-12-28 09:24:00,,New Jersey,732,Other,Y
9705282797,2020-12-29 01:25:22,2020-12-26 13:23:00,Aspen,Colorado,970,Other,Y
